image_path,label
data/flower_images\Sunflower\03a4deb213.jpg,Sunflower
data/flower_images\Tulip\6c3267aa45.jpg,Tulip
data/flower_images\Lilly\131cd3ed73.jpg,Lilly
data/flower_images\Orchid\09efb362b4.jpg,Orchid
data/flower_images\Orchid\98096b36be.jpg,Orchid
data/flower_images\Sunflower\c7e285e774.jpg,Sunflower
data/flower_images\Sunflower\c9da6d4c1e.jpg,Sunflower
data/flower_images\Lilly\cf4e9f56dd.jpg,Lilly
data/flower_images\Lotus\39c3110e31.jpg,Lotus
data/flower_images\Orchid\feb2270a24.jpg,Orchid
data/flower_images\Sunflower\21bf1c38fc.jpg,Sunflower
data/flower_images\Orchid\bd2e35010a.jpg,Orchid
data/flower_images\Tulip\6f71a1fbbf.jpg,Tulip
data/flower_images\Tulip\429ca100fb.jpg,Tulip
data/flower_images\Sunflower\59bc8425ba.jpg,Sunflower
data/flower_images\Lotus\2493f76896.jpg,Lotus
data/flower_images\Lilly\65ca49a1f6.jpg,Lilly
data/flower_images\Orchid\e5a642be40.jpg,Orchid
data/flower_images\Tulip\4b451e36ce.jpg,Tulip
data/flower_images\Orchid\c09b924c47.jpg,Orchid
data/flower_images\Lotus\67aa746d82.jpg,Lotus
data/flower_images\Lotus\ad3f47bb34.jpg,Lotus
data/flower_images\Lilly\f87dc20e8c.jpg,Lilly
data/flower_images\Lotus\4d4f50f45b.jpg,Lotus
data/flower_images\Sunflower\8e22614292.jpg,Sunflower
data/flower_images\Lilly\1766dab188.jpg,Lilly
data/flower_images\Tulip\7d1c2cbfa8.jpg,Tulip
data/flower_images\Orchid\783fe3607b.jpg,Orchid
data/flower_images\Sunflower\bffaefd862.jpg,Sunflower
data/flower_images\Sunflower\c7b70de764.jpg,Sunflower
data/flower_images\Orchid\4a283a68bd.jpg,Orchid
data/flower_images\Lilly\6b6e2cb329.jpg,Lilly
data/flower_images\Tulip\5538fd383f.jpg,Tulip
data/flower_images\Lotus\e83c944d9e.jpg,Lotus
data/flower_images\Tulip\854b5a4faa.jpg,Tulip
data/flower_images\Sunflower\5b703d47d3.jpg,Sunflower
data/flower_images\Sunflower\1bce53a542.jpg,Sunflower
data/flower_images\Lotus\9401462a65.jpg,Lotus
data/flower_images\Sunflower\5c04ae4939.jpg,Sunflower
data/flower_images\Lilly\d3e4c71f02.jpg,Lilly
data/flower_images\Lilly\803eb645a7.jpg,Lilly
data/flower_images\Lilly\28eded08a1.jpg,Lilly
data/flower_images\Lotus\61d416b1bf.jpg,Lotus
data/flower_images\Sunflower\b5d1b5841e.jpg,Sunflower
data/flower_images\Orchid\265024ff3c.jpg,Orchid
data/flower_images\Lotus\23a14caf30.jpg,Lotus
data/flower_images\Orchid\eb39a8cb12.jpg,Orchid
data/flower_images\Lotus\cb3a08e49e.jpg,Lotus
data/flower_images\Sunflower\7a8af81ced.jpg,Sunflower
data/flower_images\Lilly\89f8e61cb0.jpg,Lilly
data/flower_images\Tulip\e6e40cb833.jpg,Tulip
data/flower_images\Orchid\0460bf65b6.jpg,Orchid
data/flower_images\Lilly\f16dad25ac.jpg,Lilly
data/flower_images\Orchid\9e0e55c6b2.jpg,Orchid
data/flower_images\Lilly\856306bff3.jpg,Lilly
data/flower_images\Lotus\d6caf28e01.jpg,Lotus
data/flower_images\Orchid\e9563f0555.jpg,Orchid
data/flower_images\Tulip\661bcbb97d.jpg,Tulip
data/flower_images\Sunflower\da0c6f6c3a.jpg,Sunflower
data/flower_images\Lotus\9d93458f4b.jpg,Lotus
data/flower_images\Lilly\a1bca53f96.jpg,Lilly
data/flower_images\Tulip\d4eeef528e.jpg,Tulip
data/flower_images\Lilly\f67099945f.jpg,Lilly
data/flower_images\Tulip\3cd3a3ba9c.jpg,Tulip
data/flower_images\Orchid\b0f1773680.jpg,Orchid
data/flower_images\Lotus\b3f0bd9979.jpg,Lotus
data/flower_images\Tulip\73c860003e.jpg,Tulip
data/flower_images\Orchid\58927b8ce2.jpg,Orchid
data/flower_images\Lilly\2c222d2a93.jpg,Lilly
data/flower_images\Orchid\7dceaf28ad.jpg,Orchid
data/flower_images\Tulip\a554415695.jpg,Tulip
data/flower_images\Lotus\1690129ab6.jpg,Lotus
data/flower_images\Orchid\a7b4637f06.jpg,Orchid
data/flower_images\Tulip\3d68de1233.jpg,Tulip
data/flower_images\Lilly\4c6e0e1f04.jpg,Lilly
data/flower_images\Lilly\eb3eb4eb07.jpg,Lilly
data/flower_images\Orchid\8e0c2ec81f.jpg,Orchid
data/flower_images\Tulip\05e868a444.jpg,Tulip
data/flower_images\Sunflower\5e82f0bc5f.jpg,Sunflower
data/flower_images\Tulip\9df1d85d97.jpg,Tulip
data/flower_images\Sunflower\4ad01bae73.jpg,Sunflower
data/flower_images\Lilly\eecb6b7fc1.jpg,Lilly
data/flower_images\Sunflower\d6b8489069.jpg,Sunflower
data/flower_images\Tulip\abf85ae838.jpg,Tulip
data/flower_images\Lotus\b768a0fb74.jpg,Lotus
data/flower_images\Tulip\b73b547962.jpg,Tulip
data/flower_images\Sunflower\32a3fbae32.jpg,Sunflower
data/flower_images\Tulip\9922aeb3d0.jpg,Tulip
data/flower_images\Tulip\9a53c33ec1.jpg,Tulip
data/flower_images\Lilly\f9e41b7f38.jpg,Lilly
data/flower_images\Sunflower\513e89f615.jpg,Sunflower
data/flower_images\Orchid\dc2110cb35.jpg,Orchid
data/flower_images\Tulip\0dc72b27aa.jpg,Tulip
data/flower_images\Tulip\c7ecf1d6c0.jpg,Tulip
data/flower_images\Lilly\f90a1fbcb7.jpg,Lilly
data/flower_images\Orchid\7f889553d9.jpg,Orchid
data/flower_images\Sunflower\c9ef9ab879.jpg,Sunflower
data/flower_images\Sunflower\8cc59efdaf.jpg,Sunflower
data/flower_images\Orchid\ef0f69f181.jpg,Orchid
data/flower_images\Sunflower\86012fa863.jpg,Sunflower
data/flower_images\Sunflower\d4b6c519ff.jpg,Sunflower
data/flower_images\Lotus\75ccbddc32.jpg,Lotus
data/flower_images\Lotus\66ebf42b17.jpg,Lotus
data/flower_images\Lilly\4739f59723.jpg,Lilly
data/flower_images\Tulip\17a3b96214.jpg,Tulip
data/flower_images\Lilly\eafc51b9c3.jpg,Lilly
data/flower_images\Tulip\ddb51457ac.jpg,Tulip
data/flower_images\Orchid\afdc5a2f48.jpg,Orchid
data/flower_images\Lilly\41996dd2ba.jpg,Lilly
data/flower_images\Sunflower\960dd65e06.jpg,Sunflower
data/flower_images\Lotus\c4dd113483.jpg,Lotus
data/flower_images\Tulip\dbb42eedac.jpg,Tulip
data/flower_images\Orchid\ce98327eb8.jpg,Orchid
data/flower_images\Lilly\e92a72e741.jpg,Lilly
data/flower_images\Orchid\df20dfbb82.jpg,Orchid
data/flower_images\Lilly\47c7e6e433.jpg,Lilly
data/flower_images\Lilly\a9863c69ac.jpg,Lilly
data/flower_images\Tulip\74ab5a9d66.jpg,Tulip
data/flower_images\Lotus\e9898b5375.jpg,Lotus
data/flower_images\Orchid\fc8bbfedcd.jpg,Orchid
data/flower_images\Lotus\26ee021c53.jpg,Lotus
data/flower_images\Tulip\d144f150b5.jpg,Tulip
data/flower_images\Sunflower\74069e662e.jpg,Sunflower
data/flower_images\Tulip\3d75006834.jpg,Tulip
data/flower_images\Tulip\87d0498c43.jpg,Tulip
data/flower_images\Orchid\2dc7fb09c2.jpg,Orchid
data/flower_images\Tulip\7f240bc195.jpg,Tulip
data/flower_images\Lotus\ead2d44b31.jpg,Lotus
data/flower_images\Lilly\99b063ae10.jpg,Lilly
data/flower_images\Orchid\6b83d3890a.jpg,Orchid
data/flower_images\Tulip\33697bda5e.jpg,Tulip
data/flower_images\Lotus\e6908e2319.jpg,Lotus
data/flower_images\Lotus\a9c5f326bc.jpg,Lotus
data/flower_images\Orchid\9eca1309b5.jpg,Orchid
data/flower_images\Lilly\449624d611.jpg,Lilly
data/flower_images\Lilly\d57283a955.jpg,Lilly
data/flower_images\Tulip\3f1584cd98.jpg,Tulip
data/flower_images\Lotus\3b6dd1fee9.jpg,Lotus
data/flower_images\Lotus\1ff763b480.jpg,Lotus
data/flower_images\Lotus\f50244bb4c.jpg,Lotus
data/flower_images\Lilly\8c4e691485.jpg,Lilly
data/flower_images\Sunflower\e41ee66a97.jpg,Sunflower
data/flower_images\Lilly\7bd90ccd2f.jpg,Lilly
data/flower_images\Lotus\530d7991b0.jpg,Lotus
data/flower_images\Sunflower\6636c93b05.jpg,Sunflower
data/flower_images\Lilly\01998d6fb5.jpg,Lilly
data/flower_images\Sunflower\4853b7ee52.jpg,Sunflower
data/flower_images\Sunflower\305ca1370c.jpg,Sunflower
data/flower_images\Lotus\74a699229b.jpg,Lotus
data/flower_images\Sunflower\fac99127b1.jpg,Sunflower
data/flower_images\Lotus\d387c6a921.jpg,Lotus
data/flower_images\Lilly\c2b98904dd.jpg,Lilly
data/flower_images\Lotus\03fea52888.jpg,Lotus
data/flower_images\Orchid\d0c5c833bb.jpg,Orchid
data/flower_images\Sunflower\4729fb1f81.jpg,Sunflower
data/flower_images\Lotus\fcbbb6999f.jpg,Lotus
data/flower_images\Lotus\47f4a6fafc.jpg,Lotus
data/flower_images\Lotus\c9947e1d91.jpg,Lotus
data/flower_images\Sunflower\1c4a119f99.jpg,Sunflower
data/flower_images\Lilly\725e58cecd.jpg,Lilly
data/flower_images\Lilly\df770df5f5.jpg,Lilly
data/flower_images\Tulip\6fdeda9186.jpg,Tulip
data/flower_images\Lilly\c4c8d0ad8c.jpg,Lilly
data/flower_images\Lotus\c13293fe1c.jpg,Lotus
data/flower_images\Sunflower\61ac4d9559.jpg,Sunflower
data/flower_images\Tulip\e1b30b02cb.jpg,Tulip
data/flower_images\Lilly\dfd3b477a1.jpg,Lilly
data/flower_images\Orchid\f00a68aa8e.jpg,Orchid
data/flower_images\Lotus\16aa5a0fc6.jpg,Lotus
data/flower_images\Tulip\c999f0856a.jpg,Tulip
data/flower_images\Lilly\85520c848c.jpg,Lilly
data/flower_images\Tulip\04ca60053e.jpg,Tulip
data/flower_images\Tulip\676e6d55b0.jpg,Tulip
data/flower_images\Tulip\17c0fc65d8.jpg,Tulip
data/flower_images\Lotus\bd4763b2ef.jpg,Lotus
data/flower_images\Lilly\999dcd68ee.jpg,Lilly
data/flower_images\Lilly\8ef83e2462.jpg,Lilly
data/flower_images\Orchid\aa69e6f864.jpg,Orchid
data/flower_images\Sunflower\bb73826bfc.jpg,Sunflower
data/flower_images\Lilly\57bf174076.jpg,Lilly
data/flower_images\Sunflower\004e98f65a.jpg,Sunflower
data/flower_images\Sunflower\22dae379fc.jpg,Sunflower
data/flower_images\Lilly\6d77f956d3.jpg,Lilly
data/flower_images\Lotus\e79dd9c08a.jpg,Lotus
data/flower_images\Sunflower\cc86c38057.jpg,Sunflower
data/flower_images\Tulip\c7e186aa7d.jpg,Tulip
data/flower_images\Orchid\117c761f2d.jpg,Orchid
data/flower_images\Lotus\8aabaeb8e6.jpg,Lotus
data/flower_images\Orchid\42a7c748da.jpg,Orchid
data/flower_images\Orchid\5a681dd840.jpg,Orchid
data/flower_images\Lotus\855fc80306.jpg,Lotus
data/flower_images\Lilly\f57cadd09c.jpg,Lilly
data/flower_images\Tulip\64a81ad584.jpg,Tulip
data/flower_images\Lilly\84fc3819e7.jpg,Lilly
data/flower_images\Lilly\30918b00e2.jpg,Lilly
data/flower_images\Sunflower\79ae12e276.jpg,Sunflower
data/flower_images\Orchid\8fec1e99b8.jpg,Orchid
data/flower_images\Tulip\edb85a0a0d.jpg,Tulip
data/flower_images\Lilly\8f61a0ef5f.jpg,Lilly
data/flower_images\Orchid\4cfc8fee5e.jpg,Orchid
data/flower_images\Sunflower\8012bfbe58.jpg,Sunflower
data/flower_images\Orchid\788263929b.jpg,Orchid
data/flower_images\Sunflower\9b626b84aa.jpg,Sunflower
data/flower_images\Tulip\8a963084b4.jpg,Tulip
data/flower_images\Orchid\37012aa5f1.jpg,Orchid
data/flower_images\Tulip\bb1098b1fe.jpg,Tulip
data/flower_images\Orchid\c029328883.jpg,Orchid
data/flower_images\Lilly\6222ca86e2.jpg,Lilly
data/flower_images\Lilly\d74fc35be5.jpg,Lilly
data/flower_images\Lotus\e287cf4a72.jpg,Lotus
data/flower_images\Lilly\5e40d4d6d8.jpg,Lilly
data/flower_images\Orchid\660e337069.jpg,Orchid
data/flower_images\Tulip\51181eb267.jpg,Tulip
data/flower_images\Lotus\1a68534426.jpg,Lotus
data/flower_images\Sunflower\67b78f840b.jpg,Sunflower
data/flower_images\Sunflower\f03aedee66.jpg,Sunflower
data/flower_images\Lotus\573b84b59a.jpg,Lotus
data/flower_images\Orchid\323572689b.jpg,Orchid
data/flower_images\Tulip\956e6cee97.jpg,Tulip
data/flower_images\Orchid\520e160ebb.jpg,Orchid
data/flower_images\Tulip\b6b7e40c27.jpg,Tulip
data/flower_images\Sunflower\b948c28208.jpg,Sunflower
data/flower_images\Tulip\d86cd0558b.jpg,Tulip
data/flower_images\Lotus\2c4f6c1507.jpg,Lotus
data/flower_images\Tulip\516ec6d82f.jpg,Tulip
data/flower_images\Orchid\b07054b25e.jpg,Orchid
data/flower_images\Lotus\6c59914931.jpg,Lotus
data/flower_images\Orchid\5829b2558e.jpg,Orchid
data/flower_images\Orchid\a7536f4cee.jpg,Orchid
data/flower_images\Tulip\25d2669f46.jpg,Tulip
data/flower_images\Lotus\779c4a0743.jpg,Lotus
data/flower_images\Lilly\dba0c05ff1.jpg,Lilly
data/flower_images\Sunflower\5857634245.jpg,Sunflower
data/flower_images\Tulip\5577c50067.jpg,Tulip
data/flower_images\Lotus\41de416e01.jpg,Lotus
data/flower_images\Orchid\5a9501a4c8.jpg,Orchid
data/flower_images\Lilly\d43e3f26c8.jpg,Lilly
data/flower_images\Tulip\8e3afa3abc.jpg,Tulip
data/flower_images\Lilly\9181db1ddc.jpg,Lilly
data/flower_images\Lilly\36202ad0aa.jpg,Lilly
data/flower_images\Lotus\a709edd0ce.jpg,Lotus
data/flower_images\Orchid\0317c9a033.jpg,Orchid
data/flower_images\Lilly\e56a42b95e.jpg,Lilly
data/flower_images\Lilly\9fdc8d8868.jpg,Lilly
data/flower_images\Sunflower\5d72160fa8.jpg,Sunflower
data/flower_images\Lotus\f6a9a4a853.jpg,Lotus
data/flower_images\Lilly\2d1ec5a0a6.jpg,Lilly
data/flower_images\Sunflower\2bed2f6c79.jpg,Sunflower
data/flower_images\Sunflower\9bf9bc1f80.jpg,Sunflower
data/flower_images\Tulip\aef0aef2b3.jpg,Tulip
data/flower_images\Lilly\9b355ec7a6.jpg,Lilly
data/flower_images\Tulip\0fecc1d25a.jpg,Tulip
data/flower_images\Lotus\6fd950b693.jpg,Lotus
data/flower_images\Lilly\889124b13b.jpg,Lilly
data/flower_images\Sunflower\563ff123f4.jpg,Sunflower
data/flower_images\Tulip\872b8db895.jpg,Tulip
data/flower_images\Tulip\378833b441.jpg,Tulip
data/flower_images\Orchid\67ae1396bd.jpg,Orchid
data/flower_images\Tulip\3d9ab6b9ac.jpg,Tulip
data/flower_images\Sunflower\fe9714ac59.jpg,Sunflower
data/flower_images\Tulip\0f7da9ef3e.jpg,Tulip
data/flower_images\Lotus\dd50c8c30c.jpg,Lotus
data/flower_images\Lilly\a1c2b83bf4.jpg,Lilly
data/flower_images\Sunflower\e39f4440bd.jpg,Sunflower
data/flower_images\Lilly\a109870520.jpg,Lilly
data/flower_images\Tulip\41b80cd3b1.jpg,Tulip
data/flower_images\Sunflower\e6449c780f.jpg,Sunflower
data/flower_images\Orchid\fd7a0299aa.jpg,Orchid
data/flower_images\Orchid\1aa8527719.jpg,Orchid
data/flower_images\Tulip\9bc378c895.jpg,Tulip
data/flower_images\Sunflower\127620d7bd.jpg,Sunflower
data/flower_images\Sunflower\af562f2516.jpg,Sunflower
data/flower_images\Orchid\d710565b2d.jpg,Orchid
data/flower_images\Lilly\e8d7cc487e.jpg,Lilly
data/flower_images\Lilly\88650948fc.jpg,Lilly
data/flower_images\Sunflower\acc6491aac.jpg,Sunflower
data/flower_images\Lotus\e6be237c65.jpg,Lotus
data/flower_images\Orchid\06b950ff16.jpg,Orchid
data/flower_images\Orchid\4d85e52bd0.jpg,Orchid
data/flower_images\Lotus\e3c13af07a.jpg,Lotus
data/flower_images\Lotus\a7747af3d2.jpg,Lotus
data/flower_images\Sunflower\80263ae19e.jpg,Sunflower
data/flower_images\Tulip\cf66f7d5a8.jpg,Tulip
data/flower_images\Orchid\1ab7521586.jpg,Orchid
data/flower_images\Tulip\5979a312d1.jpg,Tulip
data/flower_images\Sunflower\c9c6ff2772.jpg,Sunflower
data/flower_images\Tulip\7b547b4195.jpg,Tulip
data/flower_images\Tulip\f80ab21e05.jpg,Tulip
data/flower_images\Lilly\d2fc774042.jpg,Lilly
data/flower_images\Lilly\982951d839.jpg,Lilly
data/flower_images\Orchid\314975577d.jpg,Orchid
data/flower_images\Sunflower\d8e3a8c8d4.jpg,Sunflower
data/flower_images\Orchid\7c3476f829.jpg,Orchid
data/flower_images\Tulip\4c7146a91e.jpg,Tulip
data/flower_images\Lotus\983cf3b143.jpg,Lotus
data/flower_images\Tulip\42279a5572.jpg,Tulip
data/flower_images\Orchid\8db5eb9bca.jpg,Orchid
data/flower_images\Orchid\b70995e4c9.jpg,Orchid
data/flower_images\Lotus\12d8ce591a.jpg,Lotus
data/flower_images\Lotus\c8357d67fc.jpg,Lotus
data/flower_images\Tulip\cf4718ac1c.jpg,Tulip
data/flower_images\Lotus\4a765a6b83.jpg,Lotus
data/flower_images\Sunflower\0d305c5f8a.jpg,Sunflower
data/flower_images\Tulip\c389ae7cf4.jpg,Tulip
data/flower_images\Lotus\d84de388fe.jpg,Lotus
data/flower_images\Tulip\3d8c086aec.jpg,Tulip
data/flower_images\Lotus\054838fbb0.jpg,Lotus
data/flower_images\Tulip\1e355ddaa4.jpg,Tulip
data/flower_images\Lotus\54aac586c7.jpg,Lotus
data/flower_images\Lilly\79e7fb2497.jpg,Lilly
data/flower_images\Tulip\42c1a4743c.jpg,Tulip
data/flower_images\Lotus\aa86ed8e7a.jpg,Lotus
data/flower_images\Sunflower\ff4c4e6fb2.jpg,Sunflower
data/flower_images\Tulip\72dca8cbf4.jpg,Tulip
data/flower_images\Orchid\9f8b3e6350.jpg,Orchid
data/flower_images\Orchid\7b28585430.jpg,Orchid
data/flower_images\Orchid\996f211037.jpg,Orchid
data/flower_images\Lotus\604f09b5c3.jpg,Lotus
data/flower_images\Lilly\bb4efef4f2.jpg,Lilly
data/flower_images\Sunflower\9f8d5b3073.jpg,Sunflower
data/flower_images\Orchid\73abadae43.jpg,Orchid
data/flower_images\Lilly\d9e7a22523.jpg,Lilly
data/flower_images\Lotus\23bed55f48.jpg,Lotus
data/flower_images\Lilly\fca66c7269.jpg,Lilly
data/flower_images\Lotus\5740ed5de2.jpg,Lotus
data/flower_images\Lilly\878805cdab.jpg,Lilly
data/flower_images\Lotus\18d39ab324.jpg,Lotus
data/flower_images\Lotus\2263b6d91e.jpg,Lotus
data/flower_images\Tulip\0f6d8d3f48.jpg,Tulip
data/flower_images\Orchid\b5b04e3ee5.jpg,Orchid
data/flower_images\Orchid\4400785a65.jpg,Orchid
data/flower_images\Tulip\c2639b3b5a.jpg,Tulip
data/flower_images\Lilly\10f7f77092.jpg,Lilly
data/flower_images\Orchid\dfa8289377.jpg,Orchid
data/flower_images\Lotus\eec842a799.jpg,Lotus
data/flower_images\Orchid\96f2e20d60.jpg,Orchid
data/flower_images\Tulip\ee29538c0e.jpg,Tulip
data/flower_images\Lotus\1502e04092.jpg,Lotus
data/flower_images\Sunflower\418ecc940c.jpg,Sunflower
data/flower_images\Sunflower\20b92d596a.jpg,Sunflower
data/flower_images\Orchid\7ded00776b.jpg,Orchid
data/flower_images\Lilly\ee905fc56f.jpg,Lilly
data/flower_images\Lotus\156c864d2b.jpg,Lotus
data/flower_images\Lilly\32a2da4f74.jpg,Lilly
data/flower_images\Orchid\a45c99d8b7.jpg,Orchid
data/flower_images\Orchid\177bad6fb5.jpg,Orchid
data/flower_images\Orchid\420fb3dc2a.jpg,Orchid
data/flower_images\Tulip\e4377e923e.jpg,Tulip
data/flower_images\Orchid\05211726c5.jpg,Orchid
data/flower_images\Sunflower\899c4d44e6.jpg,Sunflower
data/flower_images\Tulip\0bb6eba606.jpg,Tulip
data/flower_images\Sunflower\9b1b732215.jpg,Sunflower
data/flower_images\Lilly\3c3627e073.jpg,Lilly
data/flower_images\Tulip\d864137f0c.jpg,Tulip
data/flower_images\Lotus\ee08883fe0.jpg,Lotus
data/flower_images\Sunflower\0e2e1b2e31.jpg,Sunflower
data/flower_images\Tulip\79c5cc9b8d.jpg,Tulip
data/flower_images\Lotus\68c833a622.jpg,Lotus
data/flower_images\Orchid\309a81d3f4.jpg,Orchid
data/flower_images\Lilly\b099ad0af8.jpg,Lilly
data/flower_images\Lotus\1f2a787279.jpg,Lotus
data/flower_images\Sunflower\5d0e125fb4.jpg,Sunflower
data/flower_images\Tulip\1ed693ce9f.jpg,Tulip
data/flower_images\Lotus\c8e4698aa0.jpg,Lotus
data/flower_images\Orchid\d989d1b2eb.jpg,Orchid
data/flower_images\Lotus\0ac3d917e3.jpg,Lotus
data/flower_images\Tulip\6f1a82bee2.jpg,Tulip
data/flower_images\Orchid\438b546e90.jpg,Orchid
data/flower_images\Lilly\512883ba70.jpg,Lilly
data/flower_images\Orchid\48ab3532d6.jpg,Orchid
data/flower_images\Lotus\6b18d857b7.jpg,Lotus
data/flower_images\Lotus\0a4ffd9788.jpg,Lotus
data/flower_images\Orchid\2a7bdf9df5.jpg,Orchid
data/flower_images\Tulip\2783e7a575.jpg,Tulip
data/flower_images\Lotus\c28b7e566d.jpg,Lotus
data/flower_images\Sunflower\1d74400ec7.jpg,Sunflower
data/flower_images\Orchid\cffdcb5dc0.jpg,Orchid
data/flower_images\Orchid\b159f31c78.jpg,Orchid
data/flower_images\Sunflower\349ebaed4f.jpg,Sunflower
data/flower_images\Tulip\5734cbc946.jpg,Tulip
data/flower_images\Sunflower\6da89ca577.jpg,Sunflower
data/flower_images\Lotus\82b668ac72.jpg,Lotus
data/flower_images\Lotus\ec315ecc50.jpg,Lotus
data/flower_images\Lilly\73516e9881.jpg,Lilly
data/flower_images\Tulip\1cb38b2b83.jpg,Tulip
data/flower_images\Orchid\8c343b4f73.jpg,Orchid
data/flower_images\Tulip\f8244b5cc8.jpg,Tulip
data/flower_images\Orchid\c5f2ee8c07.jpg,Orchid
data/flower_images\Lilly\5b51e8145d.jpg,Lilly
data/flower_images\Orchid\313a6bcbd7.jpg,Orchid
data/flower_images\Lotus\2335e70226.jpg,Lotus
data/flower_images\Sunflower\dd2fb5dd18.jpg,Sunflower
data/flower_images\Orchid\29e75083f4.jpg,Orchid
data/flower_images\Lotus\d6ed547024.jpg,Lotus
data/flower_images\Lotus\0f764ed822.jpg,Lotus
data/flower_images\Lilly\06a98cb9ca.jpg,Lilly
data/flower_images\Orchid\103548c979.jpg,Orchid
data/flower_images\Lotus\aa9a005472.jpg,Lotus
data/flower_images\Orchid\9a3b615050.jpg,Orchid
data/flower_images\Sunflower\34ed7e9341.jpg,Sunflower
data/flower_images\Tulip\4ba6e1b35b.jpg,Tulip
data/flower_images\Tulip\0893694b60.jpg,Tulip
data/flower_images\Orchid\538ecc7f6b.jpg,Orchid
data/flower_images\Lilly\767853a0f5.jpg,Lilly
data/flower_images\Lotus\120ce94102.jpg,Lotus
data/flower_images\Lilly\17da77fc26.jpg,Lilly
data/flower_images\Lotus\6faf541da6.jpg,Lotus
data/flower_images\Orchid\a65616adf1.jpg,Orchid
data/flower_images\Lilly\4b04897044.jpg,Lilly
data/flower_images\Lilly\76a98d9f9f.jpg,Lilly
data/flower_images\Lilly\37f57ac51e.jpg,Lilly
data/flower_images\Orchid\82801e5a34.jpg,Orchid
data/flower_images\Lotus\5ea2c4062d.jpg,Lotus
data/flower_images\Lilly\3de4b0e19c.jpg,Lilly
data/flower_images\Orchid\c367179009.jpg,Orchid
data/flower_images\Lilly\96995c7183.jpg,Lilly
data/flower_images\Tulip\6747e89f9b.jpg,Tulip
data/flower_images\Orchid\42270bb4da.jpg,Orchid
data/flower_images\Tulip\065c975397.jpg,Tulip
data/flower_images\Orchid\49053d3454.jpg,Orchid
data/flower_images\Lilly\a779e97cb0.jpg,Lilly
data/flower_images\Tulip\f6eaf7a021.jpg,Tulip
data/flower_images\Orchid\4917fe94db.jpg,Orchid
data/flower_images\Tulip\b9c64cb25a.jpg,Tulip
data/flower_images\Sunflower\30f1ae1790.jpg,Sunflower
data/flower_images\Orchid\8428457487.jpg,Orchid
data/flower_images\Tulip\0a7122da12.jpg,Tulip
data/flower_images\Lilly\c3e00900fc.jpg,Lilly
data/flower_images\Tulip\04258f8996.jpg,Tulip
data/flower_images\Sunflower\6b6d3a05be.jpg,Sunflower
data/flower_images\Tulip\4c3a2c7872.jpg,Tulip
data/flower_images\Sunflower\31972735c6.jpg,Sunflower
data/flower_images\Tulip\d5b268d92d.jpg,Tulip
data/flower_images\Lilly\ad1558c69d.jpg,Lilly
data/flower_images\Sunflower\2ae1c0f845.jpg,Sunflower
data/flower_images\Sunflower\ea51e818b9.jpg,Sunflower
data/flower_images\Sunflower\6e193b46e7.jpg,Sunflower
data/flower_images\Orchid\2db8b070ac.jpg,Orchid
data/flower_images\Sunflower\b43a538bfc.jpg,Sunflower
data/flower_images\Lotus\dbfe3e8c10.jpg,Lotus
data/flower_images\Lilly\7cfec87280.jpg,Lilly
data/flower_images\Lotus\b580fbb236.jpg,Lotus
data/flower_images\Orchid\3d6b883a3f.jpg,Orchid
data/flower_images\Sunflower\4508a41fc7.jpg,Sunflower
data/flower_images\Orchid\524b3537e1.jpg,Orchid
data/flower_images\Lilly\c5364f0db1.jpg,Lilly
data/flower_images\Lilly\83ba8e1668.jpg,Lilly
data/flower_images\Lilly\84042e2885.jpg,Lilly
data/flower_images\Orchid\d645c1e698.jpg,Orchid
data/flower_images\Tulip\85528dcc02.jpg,Tulip
data/flower_images\Orchid\6989311bd2.jpg,Orchid
data/flower_images\Orchid\36e27cd7cf.jpg,Orchid
data/flower_images\Sunflower\7975258d3d.jpg,Sunflower
data/flower_images\Sunflower\8d77772ac9.jpg,Sunflower
data/flower_images\Tulip\156146d643.jpg,Tulip
data/flower_images\Orchid\d206f9cf68.jpg,Orchid
data/flower_images\Lotus\839f7d1a14.jpg,Lotus
data/flower_images\Lotus\e2b8333e52.jpg,Lotus
data/flower_images\Lilly\a533064a04.jpg,Lilly
data/flower_images\Tulip\ecfb74205a.jpg,Tulip
data/flower_images\Sunflower\1714095721.jpg,Sunflower
data/flower_images\Lilly\5e02a3701b.jpg,Lilly
data/flower_images\Tulip\ff86812726.jpg,Tulip
data/flower_images\Lilly\20d4ff8a44.jpg,Lilly
data/flower_images\Sunflower\519246d9e9.jpg,Sunflower
data/flower_images\Sunflower\08bc99c690.jpg,Sunflower
data/flower_images\Orchid\39cc612320.jpg,Orchid
data/flower_images\Sunflower\8a7ddd88e7.jpg,Sunflower
data/flower_images\Lotus\9fb9a5734c.jpg,Lotus
data/flower_images\Sunflower\2750ea2a20.jpg,Sunflower
data/flower_images\Lilly\f4e385445c.jpg,Lilly
data/flower_images\Orchid\86369af8a9.jpg,Orchid
data/flower_images\Sunflower\d1d0897542.jpg,Sunflower
data/flower_images\Orchid\d20763f8e8.jpg,Orchid
data/flower_images\Tulip\56366fbb59.jpg,Tulip
data/flower_images\Sunflower\08b09c4cb3.jpg,Sunflower
data/flower_images\Orchid\6d7d35a196.jpg,Orchid
data/flower_images\Tulip\a89a9a6caa.jpg,Tulip
data/flower_images\Tulip\3caf424591.jpg,Tulip
data/flower_images\Orchid\31a66409b8.jpg,Orchid
